date,Volume,Open,Close,High,Low,symbol
2022-10-05,0.0,29.36,28.56,30.11,28.5,^VIX
2022-10-06,0.0,28.6,30.53,30.74,28.56,^VIX
2022-10-07,0.0,30.37,31.35,32.02,29.88,^VIX
2022-10-10,0.0,32.93,32.46,33.99,32.05,^VIX
2022-10-11,0.0,33.56,33.62,34.43,32.45,^VIX
2022-10-12,0.0,33.54,33.58,34.53,33.11,^VIX
2022-10-13,0.0,33.6,31.93,33.87,31.63,^VIX
2022-10-14,0.0,31.89,32.01,32.98,31.14,^VIX
2022-10-17,0.0,32.27,31.36,32.59,30.7,^VIX
2022-10-18,0.0,31.1,30.51,31.93,30.42,^VIX
2022-10-19,0.0,30.94,30.76,31.9,30.76,^VIX
2022-10-20,0.0,31.3,29.97,31.32,29.76,^VIX
2022-10-21,0.0,30.21,29.68,30.44,29.24,^VIX
2022-10-24,0.0,30.65,29.84,30.95,29.78,^VIX
2022-10-25,0.0,29.8,28.47,30.0,28.22,^VIX
2022-10-26,0.0,28.44,27.27,28.52,27.27,^VIX
2022-10-27,0.0,27.51,27.4,27.67,26.94,^VIX
2022-10-28,0.0,27.43,25.75,27.59,25.75,^VIX
2022-10-31,0.0,26.91,25.89,27.07,25.84,^VIX
2022-11-01,0.0,25.96,25.82,26.35,25.66,^VIX
